,duration,Text,InteractionType,ID,time,segment,InteractionType1
628,5,Armsdealing 5,Reading,Armsdealing 5,3379.4,16,6
629,5,Armsdealing 5,Reading,Armsdealing 5,3382.6,16,6
630,32,Armsdealing 91,Doc_open,Armsdealing 91,3385.0,16,5
631,11,Armsdealing 92,Mouse_hover,Armsdealing 92,3390.7,16,1
632,51,Armsdealing 92,Doc_open,Armsdealing 92,3391.9,16,5
633,7,Armsdealing 93,Mouse_hover,Armsdealing 93,3397.6,16,1
634,25,Armsdealing 93,Doc_open,Armsdealing 93,3398.8,16,5
635,20,Armsdealing 94,Mouse_hover,Armsdealing 94,3401.8,16,1
636,13,Armsdealing 94,Doc_open,Armsdealing 94,3403.9,16,5
638,7,Armsdealing 60,Mouse_hover,Armsdealing 60,3407.7,16,1
639,21,Armsdealing 93,Draging,Armsdealing 93,3410.4,16,4
640,28,Armsdealing 30,Mouse_hover,Armsdealing 30,3415.1,16,1
641,10,Armsdealing 69,Mouse_hover,Armsdealing 69,3418.8,16,1
642,10,Minsky and Nikolai in Russia,Add note,0,3420.2,16,8
643,37,Armsdealing 56,Mouse_hover,Armsdealing 56,3441.4,16,1
644,89,Armsdealing 56,Doc_open,Armsdealing 56,3445.2,16,5
645,10,salah ahmed,Search,0,3462.4,16,2
646,10, ahmed,Search,0,3468.2,17,2
647,10,ahmed,Search,0,3470.2,17,2
649,20,Armsdealing 87,Mouse_hover,Armsdealing 87,3480.2,17,1
650,9,Armsdealing 29,Mouse_hover,Armsdealing 29,3483.7,17,1
651,8,Armsdealing 51,Mouse_hover,Armsdealing 51,3486.8,17,1
652,10,Armsdealing 29,Mouse_hover,Armsdealing 29,3488.2,17,1
653,245,Armsdealing 29,Doc_open,Armsdealing 29,3489.3,17,5
655,10,April 19th reunion in Burj Al Arab Dubai,Add note,0,3519.2,18,8
656,10,"April 19th reunion in Dubai
",Highlight,Armsdealing 8,3541.5,18,0
657,13,Armsdealing 53,Mouse_hover,Armsdealing 53,3545.0,18,1
658,81,Armsdealing 29,Mouse_hover,Armsdealing 29,3549.2,18,1
659,89,Armsdealing 29,Doc_open,Armsdealing 29,3557.4,18,5
660,10,nicolai,Search,0,3577.2,18,2
661,10,nikolai,Search,0,3584.7,18,2
662,10,nicolai,Search,0,3590.5,18,2
